customer_id,age,gender,city,registration_date,num_transaction,total_spent,avg_transaction,std_transaction,total_items,first_purchase,last_purchase,recency_days,customer_lifetime_days,days_since_registration,is_churned
20,41,M,Chicago,2023-01-05 18:00:00,3.0,278.04653018966064,92.68217672988688,51.73012809810621,8.0,2023-08-28 22:00:00,2024-06-05 20:00:00,45.0,281.0,562,0
21,61,F,Phoenix,2023-01-06 00:00:00,3.0,226.80892817505256,75.60297605835085,67.46260420454006,10.0,2023-06-17 00:00:00,2024-05-03 00:00:00,79.0,321.0,562,1
22,47,M,New York,2023-01-06 06:00:00,9.0,1080.8496932474309,120.09441036082565,98.83843493489414,29.0,2023-06-21 02:00:00,2024-06-28 18:00:00,22.0,373.0,562,0
23,55,F,Phoenix,2023-01-06 12:00:00,3.0,43.613476632072384,14.537825544024129,10.523941581665214,8.0,2023-08-13 12:00:00,2023-09-22 22:00:00,302.0,40.0,562,1
24,19,F,Los Angeles,2023-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,561,0
25,38,M,Houston,2023-01-07 00:00:00,9.0,775.8478544513883,86.20531716126537,36.603638215344134,29.0,2023-09-06 18:00:00,2024-07-08 08:00:00,13.0,305.0,561,0
26,50,M,Chicago,2023-01-07 06:00:00,5.0,355.7310244314706,71.14620488629411,43.66261776699788,11.0,2023-06-25 04:00:00,2024-06-05 08:00:00,46.0,346.0,561,0
27,29,M,Houston,2023-01-07 12:00:00,3.0,205.5101677823793,68.5033892607931,31.603752118118244,7.0,2023-09-12 18:00:00,2024-05-03 06:00:00,79.0,233.0,561,1
28,39,F,Phoenix,2023-01-07 18:00:00,3.0,336.7698480164312,112.25661600547706,80.18818693109249,3.0,2023-06-19 14:00:00,2024-03-15 20:00:00,127.0,270.0,560,1
29,61,M,Chicago,2023-01-08 00:00:00,4.0,387.95072805033925,96.98768201258481,36.04367518347795,8.0,2023-11-27 16:00:00,2024-07-02 16:00:00,18.0,218.0,560,0
30,42,F,Phoenix,2023-01-08 06:00:00,6.0,506.6968966680123,84.44948277800205,50.24934373462705,16.0,2023-08-12 12:00:00,2024-05-15 10:00:00,67.0,276.0,560,1
31,66,M,Los Angeles,2023-01-08 12:00:00,5.0,323.385380164903,64.6770760329806,28.87955524901224,11.0,2023-08-17 14:00:00,2024-06-20 16:00:00,30.0,308.0,560,0
32,44,F,New York,2023-01-08 18:00:00,3.0,368.433986544811,122.81132884827032,62.82196757671492,5.0,2023-06-23 04:00:00,2024-02-23 22:00:00,148.0,245.0,559,1
33,59,F,Chicago,2023-01-09 00:00:00,3.0,518.1178078042303,172.70593593474345,66.82154166705772,6.0,2023-10-05 12:00:00,2024-06-24 18:00:00,26.0,263.0,559,0
34,45,M,Los Angeles,2023-01-09 06:00:00,1.0,100.39139350889576,100.39139350889576,0.0,3.0,2024-05-04 22:00:00,2024-05-04 22:00:00,77.0,0.0,559,1
35,33,F,Los Angeles,2023-01-09 12:00:00,5.0,480.8155371418791,96.16310742837581,37.949118953383554,12.0,2023-07-21 08:00:00,2024-07-13 10:00:00,8.0,358.0,559,0
36,32,F,Chicago,2023-01-09 18:00:00,2.0,216.45871847330667,108.22935923665334,10.416392523596446,5.0,2024-02-18 06:00:00,2024-05-22 08:00:00,60.0,94.0,558,0
37,64,M,Phoenix,2023-01-10 00:00:00,1.0,39.945006894276816,39.945006894276816,0.0,1.0,2024-07-16 08:00:00,2024-07-16 08:00:00,5.0,0.0,558,0
38,68,F,Los Angeles,2023-01-10 06:00:00,3.0,481.2174185108078,160.40580617026927,173.81181045756938,10.0,2023-11-08 02:00:00,2024-02-25 02:00:00,147.0,109.0,558,1
39,61,M,Houston,2023-01-10 12:00:00,6.0,495.99038434125066,82.66506405687511,33.880239865210044,17.0,2023-10-22 08:00:00,2024-06-21 10:00:00,30.0,243.0,558,0
40,69,F,Los Angeles,2023-01-10 18:00:00,5.0,393.71677355164957,78.74335471032991,58.78550540704426,9.0,2023-06-30 02:00:00,2024-02-24 02:00:00,148.0,239.0,557,1
41,20,M,Phoenix,2023-01-11 00:00:00,7.0,558.9908852549447,79.85584075070639,50.12931343071547,16.0,2023-07-07 16:00:00,2023-12-10 06:00:00,224.0,155.0,557,1
42,54,M,Phoenix,2023-01-11 06:00:00,2.0,274.423693132727,137.2118465663635,103.21802516279533,5.0,2024-03-11 22:00:00,2024-06-06 22:00:00,44.0,87.0,557,0
43,68,F,Houston,2023-01-11 12:00:00,6.0,409.89198754180023,68.3153312569667,34.4119706268738,19.0,2023-06-19 18:00:00,2024-06-04 16:00:00,46.0,350.0,557,0
44,24,F,Los Angeles,2023-01-11 18:00:00,7.0,858.1849300710808,122.59784715301154,51.74454327454239,17.0,2023-06-25 22:00:00,2024-06-23 16:00:00,27.0,363.0,556,0
45,38,F,Phoenix,2023-01-12 00:00:00,5.0,580.023309592433,116.00466191848659,126.96669495756045,12.0,2023-09-10 00:00:00,2024-05-04 16:00:00,77.0,237.0,556,1
46,26,F,Chicago,2023-01-12 06:00:00,2.0,102.09281121103561,51.046405605517805,29.451806858746505,8.0,2023-12-07 10:00:00,2024-06-10 04:00:00,41.0,185.0,556,0
47,56,F,New York,2023-01-12 12:00:00,5.0,179.77775435888069,35.95555087177614,18.616994587853107,13.0,2023-06-06 00:00:00,2024-04-22 08:00:00,90.0,321.0,556,1
48,35,M,New York,2023-01-12 18:00:00,5.0,240.88381079298847,48.1767621585977,32.81607511798547,11.0,2023-09-01 16:00:00,2024-04-24 12:00:00,88.0,235.0,555,1
49,21,F,New York,2023-01-13 00:00:00,7.0,363.4535638015756,51.921937685939376,22.537965212298214,15.0,2023-06-09 08:00:00,2024-02-17 20:00:00,154.0,253.0,555,1
50,42,M,Los Angeles,2023-01-13 06:00:00,7.0,585.6030367982421,83.65757668546316,44.33565701166249,17.0,2023-06-07 10:00:00,2024-07-21 12:00:00,0.0,410.0,555,0
51,31,M,Houston,2023-01-13 12:00:00,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,555,0
52,67,F,Phoenix,2023-01-13 18:00:00,3.0,263.8097363137167,87.9365787712389,66.90117859426893,8.0,2023-12-22 16:00:00,2024-06-08 14:00:00,43.0,168.0,554,0
53,26,M,Chicago,2023-01-14 00:00:00,5.0,408.49970120452133,81.69994024090427,65.86680250544495,11.0,2023-09-13 22:00:00,2024-07-01 08:00:00,20.0,291.0,554,0
54,43,M,Chicago,2023-01-14 06:00:00,6.0,696.3912415806192,116.0652069301032,73.07094576312963,14.0,2023-09-30 06:00:00,2024-06-12 22:00:00,38.0,256.0,554,0
55,19,M,Los Angeles,2023-01-14 12:00:00,2.0,297.26357623189057,148.63178811594528,80.56790118527614,6.0,2023-06-01 08:00:00,2023-10-05 14:00:00,290.0,126.0,554,1
56,37,M,New York,2023-01-14 18:00:00,4.0,348.40817987371975,87.10204496842994,73.13367870889155,11.0,2024-01-24 20:00:00,2024-07-09 12:00:00,12.0,166.0,553,0
57,45,F,Los Angeles,2023-01-15 00:00:00,3.0,270.1007178830241,90.0335726276747,75.18885666824968,8.0,2023-06-21 06:00:00,2024-01-07 14:00:00,196.0,200.0,553,1
58,64,M,Houston,2023-01-15 06:00:00,5.0,517.3655691150717,103.47311382301434,48.6549714239081,12.0,2023-06-25 00:00:00,2024-06-01 00:00:00,50.0,342.0,553,0
59,24,F,Houston,2023-01-15 12:00:00,8.0,1488.950405596545,186.1188006995681,114.32741150778294,24.0,2023-08-21 10:00:00,2024-02-07 04:00:00,165.0,169.0,553,1
60,61,F,Phoenix,2023-01-15 18:00:00,4.0,427.0666199438669,106.76665498596672,35.93898399317705,9.0,2023-06-02 08:00:00,2024-05-19 08:00:00,63.0,352.0,552,1
61,25,M,Phoenix,2023-01-16 00:00:00,3.0,372.3184776420179,124.10615921400597,30.324059286001386,8.0,2023-12-12 04:00:00,2024-01-20 16:00:00,182.0,39.0,552,1
62,64,F,Houston,2023-01-16 06:00:00,3.0,76.97617891379404,25.658726304598016,9.23459985012821,10.0,2023-07-20 22:00:00,2024-01-20 00:00:00,183.0,183.0,552,1
63,52,F,Houston,2023-01-16 12:00:00,5.0,268.60599141367504,53.72119828273501,23.76808613822281,11.0,2023-07-16 22:00:00,2024-04-29 22:00:00,82.0,288.0,552,1
64,31,F,Houston,2023-01-16 18:00:00,5.0,268.2230388956653,53.64460777913306,26.693873947575362,15.0,2023-08-27 10:00:00,2024-07-19 04:00:00,2.0,326.0,551,0
65,34,M,Los Angeles,2023-01-17 00:00:00,8.0,877.7044101495048,109.7130512686881,58.69729410089111,21.0,2023-07-23 08:00:00,2024-07-18 20:00:00,2.0,361.0,551,0
66,53,F,Houston,2023-01-17 06:00:00,6.0,389.703152761646,64.95052546027433,43.73286909117683,13.0,2023-06-21 08:00:00,2024-07-12 04:00:00,9.0,386.0,551,0
67,67,F,Chicago,2023-01-17 12:00:00,1.0,93.10828468103115,93.10828468103115,0.0,4.0,2024-07-03 12:00:00,2024-07-03 12:00:00,18.0,0.0,551,0
68,57,F,New York,2023-01-17 18:00:00,7.0,449.1664337563776,64.16663339376824,18.7506354546762,23.0,2023-06-23 16:00:00,2024-07-10 08:00:00,11.0,382.0,550,0
69,21,M,Houston,2023-01-18 00:00:00,5.0,596.9039408581964,119.38078817163928,50.27753784855839,15.0,2023-08-22 04:00:00,2024-04-22 06:00:00,90.0,244.0,550,1
70,19,F,New York,2023-01-18 06:00:00,3.0,137.7343519726756,45.91145065755853,39.46201399591034,7.0,2023-06-15 04:00:00,2024-03-26 20:00:00,116.0,285.0,550,1
71,23,M,Los Angeles,2023-01-18 12:00:00,4.0,607.7936643925027,151.94841609812568,114.56154759058902,12.0,2024-01-02 18:00:00,2024-06-18 08:00:00,33.0,167.0,550,0
72,59,M,New York,2023-01-18 18:00:00,7.0,438.77115998819335,62.68159428402762,39.2057312340636,17.0,2023-06-28 04:00:00,2024-05-30 04:00:00,52.0,337.0,549,0
73,21,M,Los Angeles,2023-01-19 00:00:00,12.0,1187.5913812275153,98.96594843562627,72.73843074179288,35.0,2023-07-17 00:00:00,2024-06-03 00:00:00,48.0,322.0,549,0
74,46,M,Chicago,2023-01-19 06:00:00,4.0,507.19531222890095,126.79882805722524,102.92159191914722,10.0,2023-06-09 12:00:00,2024-01-31 20:00:00,171.0,236.0,549,1
75,35,M,Los Angeles,2023-01-19 12:00:00,8.0,649.3844562646954,81.17305703308692,88.80842225215432,19.0,2023-06-06 14:00:00,2024-06-11 08:00:00,40.0,370.0,549,0
76,43,M,Los Angeles,2023-01-19 18:00:00,9.0,885.4465602175859,98.38295113528733,62.38212125991935,21.0,2023-06-03 02:00:00,2024-07-15 04:00:00,6.0,408.0,548,0
77,61,F,Phoenix,2023-01-20 00:00:00,3.0,265.6484375528574,88.5494791842858,44.81993584420297,9.0,2023-08-21 08:00:00,2024-06-05 14:00:00,46.0,289.0,548,0
78,51,M,Houston,2023-01-20 06:00:00,3.0,165.4160704865132,55.138690162171066,30.963708859499825,6.0,2023-06-06 10:00:00,2024-05-20 06:00:00,62.0,348.0,548,1
79,27,F,Houston,2023-01-20 12:00:00,4.0,652.9763777714029,163.24409444285072,62.78507656222934,12.0,2023-06-24 08:00:00,2024-06-14 10:00:00,37.0,356.0,548,0
80,53,F,Chicago,2023-01-20 18:00:00,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,547,0
81,31,M,Chicago,2023-01-21 00:00:00,2.0,167.7132743609965,83.85663718049825,13.39595926152283,6.0,2023-08-09 16:00:00,2023-11-13 16:00:00,250.0,96.0,547,1
82,48,F,Houston,2023-01-21 06:00:00,6.0,304.4763461310454,50.74605768850756,39.64831571583705,14.0,2023-06-17 02:00:00,2024-02-24 12:00:00,148.0,252.0,547,1
83,65,F,Phoenix,2023-01-21 12:00:00,7.0,904.2489074470135,129.17841534957336,42.5864136590376,11.0,2023-07-15 22:00:00,2024-05-28 02:00:00,54.0,317.0,547,0
84,32,F,Houston,2023-01-21 18:00:00,5.0,657.5008276289568,131.50016552579137,126.09731297772379,11.0,2023-08-06 08:00:00,2024-02-16 00:00:00,156.0,193.0,546,1
85,25,F,Phoenix,2023-01-22 00:00:00,4.0,315.15516779128586,78.78879194782147,24.192820193068346,12.0,2023-11-07 04:00:00,2024-07-18 14:00:00,3.0,254.0,546,0
86,31,M,Chicago,2023-01-22 06:00:00,4.0,309.2485522409447,77.31213806023618,55.86521003353207,16.0,2023-06-22 00:00:00,2024-06-04 02:00:00,47.0,348.0,546,0
87,40,F,New York,2023-01-22 12:00:00,5.0,249.9500712057144,49.99001424114288,23.98338199629559,14.0,2023-07-27 04:00:00,2024-06-15 16:00:00,35.0,324.0,546,0
88,57,M,Chicago,2023-01-22 18:00:00,6.0,268.7699818568057,44.794996976134286,35.80339801496069,13.0,2023-09-19 00:00:00,2024-07-20 22:00:00,0.0,305.0,545,0
89,38,F,Chicago,2023-01-23 00:00:00,3.0,333.60547256079644,111.20182418693214,13.145488438963904,6.0,2023-07-18 20:00:00,2024-02-22 14:00:00,150.0,218.0,545,1
90,33,F,Los Angeles,2023-01-23 06:00:00,6.0,743.6525224730025,123.94208707883375,131.7143968160204,13.0,2023-10-10 18:00:00,2024-06-23 08:00:00,28.0,256.0,545,0
91,62,M,Los Angeles,2023-01-23 12:00:00,4.0,538.7927015303482,134.69817538258704,79.24331234386348,10.0,2023-08-27 12:00:00,2024-03-27 12:00:00,116.0,213.0,545,1
92,35,F,Los Angeles,2023-01-23 18:00:00,3.0,250.05466963859902,83.35155654619967,56.08738526092251,7.0,2023-12-17 16:00:00,2024-07-09 08:00:00,12.0,204.0,544,0
93,64,F,Los Angeles,2023-01-24 00:00:00,9.0,545.9810987510474,60.66456652789415,73.00018702466292,21.0,2023-07-28 16:00:00,2024-06-14 06:00:00,37.0,321.0,544,0
94,41,F,Phoenix,2023-01-24 06:00:00,2.0,126.38479317410264,63.19239658705132,17.538180141913184,5.0,2024-02-08 06:00:00,2024-03-07 14:00:00,136.0,28.0,544,1
95,43,M,Houston,2023-01-24 12:00:00,1.0,105.54224854919391,105.54224854919391,0.0,2.0,2023-11-21 12:00:00,2023-11-21 12:00:00,243.0,0.0,544,1
96,42,F,New York,2023-01-24 18:00:00,7.0,605.0533520880003,86.43619315542863,56.122704533185136,20.0,2023-09-18 14:00:00,2024-05-23 06:00:00,59.0,247.0,543,0
97,62,M,Chicago,2023-01-25 00:00:00,3.0,358.18547651280096,119.39515883760032,102.61790963707232,7.0,2023-06-26 00:00:00,2023-12-24 02:00:00,210.0,181.0,543,1
98,58,F,Phoenix,2023-01-25 06:00:00,5.0,502.6820020875296,100.53640041750592,104.913450098445,10.0,2023-06-21 12:00:00,2024-06-28 12:00:00,23.0,373.0,543,0
99,46,M,New York,2023-01-25 12:00:00,3.0,374.21832506464415,124.73944168821471,21.418459810345052,11.0,2023-08-25 18:00:00,2024-04-24 18:00:00,87.0,243.0,543,1
100,32,M,Phoenix,2023-01-25 18:00:00,4.0,320.7574275458991,80.18935688647477,64.97193060729377,6.0,2023-09-26 16:00:00,2023-12-04 02:00:00,230.0,68.0,542,1
101,62,F,Phoenix,2023-01-26 00:00:00,4.0,489.3343757877026,122.33359394692565,74.7344328777966,11.0,2023-09-23 08:00:00,2024-06-24 02:00:00,27.0,274.0,542,0
102,18,F,Chicago,2023-01-26 06:00:00,6.0,686.3439593637731,114.3906598939622,37.546155045407566,17.0,2023-07-03 00:00:00,2024-06-03 10:00:00,48.0,336.0,542,0
103,42,M,Houston,2023-01-26 12:00:00,3.0,459.9100900222514,153.30336334075045,121.81216848149603,6.0,2023-08-03 22:00:00,2024-04-14 16:00:00,97.0,254.0,542,1
104,24,M,Los Angeles,2023-01-26 18:00:00,9.0,726.8390665543541,80.75989628381711,55.313421588642065,16.0,2023-06-28 18:00:00,2024-05-24 16:00:00,57.0,330.0,541,0
105,26,F,Houston,2023-01-27 00:00:00,4.0,393.2869265435015,98.32173163587538,50.45754321234074,10.0,2023-08-07 08:00:00,2024-03-22 20:00:00,120.0,228.0,541,1
106,41,M,Chicago,2023-01-27 06:00:00,3.0,186.3540869228176,62.118028974272534,32.51075368898071,6.0,2024-02-22 00:00:00,2024-04-18 16:00:00,93.0,56.0,541,1
107,18,F,Chicago,2023-01-27 12:00:00,3.0,517.1040207292006,172.3680069097335,161.13866473044519,8.0,2023-08-11 16:00:00,2024-05-11 06:00:00,71.0,273.0,541,1
108,61,F,Chicago,2023-01-27 18:00:00,4.0,504.0503905158567,126.01259762896417,82.77280845453872,5.0,2023-12-02 06:00:00,2024-06-22 02:00:00,29.0,202.0,540,0
109,25,F,New York,2023-01-28 00:00:00,11.0,722.3977556312186,65.6725232392017,32.96457067593636,25.0,2023-06-03 00:00:00,2024-05-26 18:00:00,55.0,358.0,540,0
110,41,F,Houston,2023-01-28 06:00:00,2.0,230.9444679326363,115.47223396631814,92.68602915660188,5.0,2024-02-17 00:00:00,2024-05-28 04:00:00,54.0,101.0,540,0
111,28,M,Houston,2023-01-28 12:00:00,11.0,934.6718231107878,84.97016573734435,53.33226839271806,19.0,2023-08-25 04:00:00,2024-07-13 00:00:00,8.0,322.0,540,0
112,68,F,Phoenix,2023-01-28 18:00:00,7.0,829.00181556632,118.42883079518857,101.93148854282907,17.0,2023-06-21 04:00:00,2024-06-01 22:00:00,49.0,346.0,539,0
113,34,M,Phoenix,2023-01-29 00:00:00,9.0,871.3719368595763,96.81910409550848,66.42931687376358,19.0,2023-06-04 06:00:00,2024-07-05 22:00:00,15.0,397.0,539,0
114,25,F,Phoenix,2023-01-29 06:00:00,4.0,263.05395130316583,65.76348782579146,39.09944358558599,7.0,2023-09-03 16:00:00,2024-07-12 22:00:00,8.0,313.0,539,0
115,52,M,Chicago,2023-01-29 12:00:00,3.0,365.71430338836285,121.90476779612095,53.617563220411704,7.0,2023-07-13 04:00:00,2024-03-14 20:00:00,128.0,245.0,539,1
116,52,F,Houston,2023-01-29 18:00:00,6.0,477.5668992571225,79.59448320952042,58.62028754897343,13.0,2023-09-02 00:00:00,2024-06-11 02:00:00,40.0,283.0,538,0
117,50,M,Chicago,2023-01-30 00:00:00,3.0,220.33350952470764,73.44450317490255,17.43369336920548,8.0,2023-06-03 10:00:00,2024-06-26 04:00:00,25.0,388.0,538,0
118,22,M,New York,2023-01-30 06:00:00,9.0,465.50197343789426,51.72244149309936,24.48834205201707,21.0,2023-06-05 08:00:00,2024-07-11 20:00:00,9.0,402.0,538,0
119,59,F,Phoenix,2023-01-30 12:00:00,2.0,118.48587333672421,59.242936668362105,3.2323041832706902,6.0,2023-10-03 10:00:00,2024-03-16 02:00:00,127.0,164.0,538,1
120,56,F,Chicago,2023-01-30 18:00:00,3.0,316.2183278578998,105.4061092859666,78.66627516522861,9.0,2023-07-17 18:00:00,2024-02-28 08:00:00,144.0,225.0,537,1
121,58,F,Chicago,2023-01-31 00:00:00,2.0,173.3015219011951,86.65076095059754,54.518289239073106,4.0,2023-12-19 22:00:00,2024-04-26 00:00:00,86.0,128.0,537,1
122,45,F,New York,2023-01-31 06:00:00,5.0,399.0423132825226,79.80846265650453,38.741402415098655,13.0,2023-08-20 04:00:00,2024-07-03 18:00:00,17.0,318.0,537,0
123,24,M,Los Angeles,2023-01-31 12:00:00,4.0,515.5986902522816,128.8996725630704,128.69450976742502,14.0,2023-09-10 06:00:00,2024-07-02 04:00:00,19.0,295.0,537,0
124,26,F,Houston,2023-01-31 18:00:00,7.0,543.1557588709966,77.5936798387138,73.54811209413892,14.0,2023-06-06 12:00:00,2024-05-01 22:00:00,80.0,330.0,536,1
125,25,M,Los Angeles,2023-02-01 00:00:00,7.0,484.9063957660035,69.27234225228622,49.39022579297056,14.0,2023-08-19 16:00:00,2024-05-20 22:00:00,61.0,275.0,536,1
126,29,M,Phoenix,2023-02-01 06:00:00,4.0,206.70550710821027,51.67637677705257,34.96640107662583,8.0,2023-08-16 08:00:00,2024-07-16 04:00:00,5.0,334.0,536,0
127,51,F,Chicago,2023-02-01 12:00:00,8.0,724.0079377330279,90.50099221662849,79.22412436016765,20.0,2023-07-20 12:00:00,2024-07-16 16:00:00,4.0,362.0,536,0
128,50,M,New York,2023-02-01 18:00:00,6.0,781.0522381858482,130.1753730309747,72.8557834828562,13.0,2023-09-07 14:00:00,2024-05-21 22:00:00,60.0,257.0,535,0
129,65,M,New York,2023-02-02 00:00:00,9.0,1034.1988256508573,114.91098062787303,125.91177254675829,22.0,2023-06-30 10:00:00,2024-06-01 06:00:00,50.0,336.0,535,0
130,40,M,Houston,2023-02-02 06:00:00,1.0,178.62288362679044,178.62288362679044,0.0,1.0,2024-05-10 06:00:00,2024-05-10 06:00:00,72.0,0.0,535,1
131,41,M,Los Angeles,2023-02-02 12:00:00,4.0,364.9322303371872,91.2330575842968,70.58400731321153,12.0,2023-06-17 06:00:00,2024-06-02 04:00:00,49.0,350.0,535,0
132,54,F,Houston,2023-02-02 18:00:00,4.0,484.30405516056203,121.07601379014051,99.2968151368779,6.0,2023-07-25 12:00:00,2024-03-23 20:00:00,119.0,242.0,534,1
133,52,F,Chicago,2023-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,534,0
134,61,F,Houston,2023-02-03 06:00:00,4.0,405.7270452022253,101.43176130055633,65.884143549965,15.0,2023-10-05 00:00:00,2024-07-08 02:00:00,13.0,277.0,534,0
135,57,F,New York,2023-02-03 12:00:00,4.0,521.1900319388043,130.29750798470107,87.54541980704705,12.0,2023-12-18 18:00:00,2024-07-21 10:00:00,0.0,215.0,534,0
136,39,M,New York,2023-02-03 18:00:00,4.0,585.0496498472569,146.26241246181422,86.78310818953263,10.0,2023-07-30 06:00:00,2024-07-04 10:00:00,17.0,340.0,533,0
137,44,M,Phoenix,2023-02-04 00:00:00,9.0,729.2589322212464,81.02877024680515,67.02191618000194,26.0,2023-06-06 18:00:00,2024-07-09 20:00:00,11.0,399.0,533,0
138,52,F,Phoenix,2023-02-04 06:00:00,5.0,444.42214053405377,88.88442810681076,35.16850209694121,8.0,2023-06-07 08:00:00,2024-05-10 04:00:00,72.0,337.0,533,1
139,18,F,Chicago,2023-02-04 12:00:00,7.0,581.8521732539259,83.12173903627513,60.99615646205959,22.0,2023-08-24 06:00:00,2024-03-14 12:00:00,129.0,203.0,533,1
140,52,F,Los Angeles,2023-02-04 18:00:00,5.0,599.7590637053703,119.95181274107406,99.20995942807794,10.0,2023-08-28 02:00:00,2024-03-23 16:00:00,119.0,208.0,532,1
141,54,M,Houston,2023-02-05 00:00:00,9.0,714.7347886049853,79.41497651166503,43.904066400453374,25.0,2023-09-07 04:00:00,2024-07-08 14:00:00,13.0,305.0,532,0
142,64,F,Chicago,2023-02-05 06:00:00,4.0,379.8375962016412,94.9593990504103,61.57752537383766,7.0,2023-06-16 16:00:00,2024-05-25 14:00:00,57.0,343.0,532,0
143,31,F,Phoenix,2023-02-05 12:00:00,4.0,117.35406631946452,29.33851657986613,21.206531013284792,10.0,2023-07-11 14:00:00,2024-03-25 20:00:00,117.0,258.0,532,1
144,20,F,Houston,2023-02-05 18:00:00,5.0,696.952076933903,139.3904153867806,62.385749754505504,13.0,2023-06-21 14:00:00,2024-06-29 18:00:00,21.0,374.0,531,0
145,18,M,Phoenix,2023-02-06 00:00:00,2.0,141.10790629654844,70.55395314827422,3.5475758767264187,8.0,2024-02-21 08:00:00,2024-04-10 16:00:00,101.0,49.0,531,1
146,22,M,Houston,2023-02-06 06:00:00,4.0,367.4200308214093,91.85500770535232,29.85341987396694,7.0,2023-06-04 12:00:00,2024-05-04 06:00:00,78.0,334.0,531,1
147,43,M,Los Angeles,2023-02-06 12:00:00,8.0,1007.5478054211303,125.94347567764129,75.27704889469044,19.0,2023-08-29 12:00:00,2024-07-13 08:00:00,8.0,318.0,531,0
148,31,M,Chicago,2023-02-06 18:00:00,6.0,382.9689912481561,63.828165208026014,24.775513687315392,9.0,2023-06-15 18:00:00,2024-07-11 18:00:00,9.0,392.0,530,0
